,ISBNs,output_types,years,country,unified_title,primary_occupations_main,primary_occupations_detailed,sciences,ABC outputs
298,9781626182462,edited volumes,2013,United States of America,Nova Science Publishers,academic publishers,academic publishers,natural sciences,
299,9781626990029,edited volumes,2013,United States of America,"Studium Press, LLC",academic publishers,academic publishers,social sciences,
300,9781626990364,edited volumes,2014,United States of America,"Studium Press, LLC",universities,academic publishers,social sciences,
301,9781626990715,edited volumes,2014,United States of America,"Studium Press, LLC",academic publishers,academic publishers,technological sciences,
302,9781631176272,edited volumes,2014,United States of America,Nova Science Publishers,academic publishers,academic publishers,medical and health sciences,
303,9781634820639,edited volumes,2015,United States of America,Nova Science Publishers,academic publishers,academic publishers,social sciences,
304,9781634830591,authored books,2015,United States of America,Nova Science Publishers,academic publishers,academic publishers,social sciences,
305,9781634832038,authored books,2015,United States of America,Nova Science Publishers,academic publishers,academic publishers,social sciences,
306,9781634832045,authored books,2015,United States of America,Nova Science Publishers,academic publishers,academic publishers,social sciences,
307,9781634833974,edited volumes,2015,United States of America,Nova Science Publishers,universities,academic publishers,social sciences,
308,9781634837903,authored books,2015,United States of America,Nova Science Publishers,universities,academic publishers,social sciences,
309,9781634855006,authored books,2016,United States of America,Nova Science Publishers,intermediaries,academic publishers,social sciences,
310,9781634856232,edited volumes,2016,United States of America,Nova Science Publishers,academic publishers,academic publishers,social sciences,
311,9781681100166,authored books,2016,United States of America,Informing Science Institute,not publishers,societies,social sciences,
312,9781780680774,edited volumes,2012,United Kingdom,Intersentia,academic publishers,academic publishers,social sciences,
313,9781782546351,edited volumes,2016,United Kingdom,Edward Elgar Publishing,academic publishers,academic publishers,social sciences,
314,9781783084135,edited volumes,2015,United Kingdom,Anthem Press,academic publishers,academic publishers,social sciences,
315,9781783475391,edited volumes,2016,United Kingdom,Edward Elgar Publishing,academic publishers,academic publishers,social sciences,
316,9781783485321,edited volumes,2015,United Kingdom,Rowman & Littlefield,academic publishers,academic publishers,humanities,
317,9781784411695,edited volumes,2014,United Kingdom,Emerald Publishing,academic publishers,academic publishers,social sciences,
318,9781784732172,edited volumes,2016,United Kingdom,Jordan Publishing,other publishers,general publishers,social sciences,
319,9781785332388,authored books,2016,United Kingdom,Berghahn,academic publishers,academic publishers,humanities,
321,9781841262307,edited volumes,2008,United Kingdom,Meyer & Meyer Sport,other publishers,specialised publishers,social sciences,
323,9781845454104,edited volumes,2010,United Kingdom,Berghahn,academic publishers,academic publishers,humanities,
324,9781845455736,edited volumes,2009,United Kingdom,Berghahn,academic publishers,academic publishers,humanities,
325,9781845457365,edited volumes,2010,United Kingdom,Berghahn,academic publishers,academic publishers,humanities,
326,9781845694210,edited volumes,2008,United Kingdom,Elsevier,academic publishers,academic publishers,natural sciences,
327,9781847428820,edited volumes,2012,United Kingdom,Bristol University Press,universities,university presses,social sciences,
328,9781848162785,authored books,2012,United Kingdom,Imperial College Press,universities,university presses,natural sciences,
329,9781848210103,edited volumes,2008,United Kingdom,John Wiley & Sons,academic publishers,academic publishers,natural sciences,
330,9781848212695,authored books,2011,United Kingdom,John Wiley & Sons,academic publishers,academic publishers,natural sciences,
331,9781848212893,authored books,2011,United Kingdom,John Wiley & Sons,academic publishers,academic publishers,natural sciences,
332,9781848722538,edited volumes,2014,United Kingdom,Informa (Taylor & Francis),academic publishers,academic publishers,social sciences,
333,9781848883642,edited volumes,2016,United Kingdom,Inter-Disciplinary.Net,other publishers,specialised publishers,social sciences,
334,9781849463140,edited volumes,2013,United Kingdom,Bloomsbury,academic publishers,academic publishers,social sciences,
335,9781849730099,edited volumes,2011,United Kingdom,Royal Society of Chemistry,academic publishers,academic publishers,natural sciences,
336,9781857438079,edited volumes,2016,United Kingdom,Informa (Taylor & Francis),academic publishers,academic publishers,social sciences,
337,9781862014480,edited volumes,2010,United Kingdom,National Institute of Adult Continuing Education,not publishers,research institutions,social sciences,
338,9781862392458,edited volumes,2008,United Kingdom,Geological Society,not publishers,societies,natural sciences,
339,9781873640708,authored books,2008,United Kingdom,Oxford Brookes University,universities,university departments,social sciences,
340,9781898910350,authored books,2008,United Kingdom,Prometheus Trust,not publishers,not publishing,humanities,
341,9781904113935,edited volumes,2013,United Kingdom,Littman Library of Jewish Civilization,academic publishers,academic publishers,humanities,
342,9781904113942,edited volumes,2012,United Kingdom,Littman Library of Jewish Civilization,academic publishers,academic publishers,social sciences,
343,9781907568299,edited volumes,2013,United Kingdom,Elsevier,academic publishers,academic publishers,agricultural sciences,
344,9781908316356,edited volumes,2012,United Kingdom,Mac Keith Press,academic publishers,academic publishers,medical and health sciences,
345,9781922227782,edited volumes,2014,Australia,iConcept Press,academic publishers,academic publishers,medical and health sciences,
346,9781932917055,edited volumes,2009,United States of America,"Global Business & Technology Association, Incorporated",not publishers,societies,social sciences,
347,9781932917062,edited volumes,2010,United States of America,"Global Business & Technology Association, Incorporated",not publishers,societies,social sciences,
348,9781932917079,edited volumes,2011,United States of America,"Global Business & Technology Association, Incorporated",not publishers,societies,social sciences,
349,9781933316697,authored books,2009,United States of America,"World Wisdom, Incorporated",other publishers,general publishers,humanities,
350,9782021002560,edited volumes,2009,France,Seuil,other publishers,general publishers,humanities,
351,9782200246402,edited volumes,2010,France,Armand Colin,academic publishers,academic publishers,social sciences,
352,9782200612696,edited volumes,2015,France,Armand Colin,academic publishers,academic publishers,social sciences,
353,9782204117456,authored books,2016,France,Cerf,other publishers,specialised publishers,humanities,
